# HAN (c) Todt
WCFS1	NC8
NC_004567|lp_1825|1651897_1653423|509AA	NZ_AGRI01000006|nc8_1571|223307_224833|509AA
NC_004567|lp_3552|3171557_3171955|133AA NC_004567|lp_3560|3180518_3180925|136AA	NZ_AGRI01000001|nc8_3018|515246_515644|133AA
NC_004567|lp_0653|604663_605010|116AA NC_004567|lp_2431|2188913_2189389|159AA	NZ_AGRI01000003|nc8_0540|203951_204337|129AA
NC_004567|lp_1643|1496307_1502966|2220AA	NZ_AGRI01000006|nc8_1408|66474_72503|2010AA
NC_004567|lp_3243|2890133_2890390|86AA	NZ_AGRI01000001|nc8_2767|249282_249539|86AA
NC_004567|lp_2191|1978373_1978633|87AA	NZ_AGRI01000006|nc8_1936|589552_589812|87AA
NC_004567|lp_2177|1966338_1967696|453AA	NZ_AGRI01000006|nc8_1925|577518_578876|453AA
NC_004567|lp_1978|1789978_1790853|292AA	NZ_AGRI01000006|nc8_1714|369731_370606|292AA
NC_004567|lp_1980|1791667_1793463|599AA	NZ_AGRI01000006|nc8_1716|371420_373216|599AA
NC_004567|lp_1981|1793505_1794785|427AA	NZ_AGRI01000006|nc8_1717|373258_374538|427AA
NC_004567|lp_2179|1969127_1969468|114AA	NZ_AGRI01000006|nc8_1927|580307_580648|114AA
NC_004567|lp_2178|1967886_1969010|375AA	NZ_AGRI01000006|nc8_1926|579066_580190|375AA
NC_004567|lp_2364|2134714_2136117|468AA	NZ_AGRI01000006|nc8_2094|751119_752522|468AA
NC_004567|lp_2099|1893322_1894773|484AA	NZ_AGRI01000006|nc8_1859|504574_506025|484AA
NC_004567|lp_2363|2134274_2134702|143AA	NZ_AGRI01000006|nc8_2093|750679_751107|143AA
NC_004567|lp_2361|2131984_2133300|439AA	NZ_AGRI01000006|nc8_2092|748389_749705|439AA
NC_004567|lp_2360|2131322_2131876|185AA	NZ_AGRI01000006|nc8_2091|747727_748281|185AA
NC_004567|lp_2359|2130197_2131198|334AA	NZ_AGRI01000006|nc8_2090|746602_747603|334AA
NC_004567|lp_0823|763643_764314|224AA	NZ_AGRI01000003|nc8_0736|406008_406679|224AA
NC_004567|lp_1807|1634299_1635036|246AA	NZ_AGRI01000006|nc8_1554|205339_206085|249AA
NC_004567|lp_1806|1633762_1634070|103AA	NZ_AGRI01000006|nc8_1553|204790_205119|110AA
NC_004567|lp_1805|1633402_1633734|111AA	NZ_AGRI01000006|nc8_1552|204451_204783|111AA
NC_004567|lp_1801|1630886_1631674|263AA	NZ_AGRI01000006|nc8_1550|201935_202723|263AA
NC_004567|lp_0884|815041_815532|164AA	NZ_AGRI01000003|nc8_0787|457996_458490|165AA
NC_004567|lp_0885|815558_816400|281AA	NZ_AGRI01000003|nc8_0788|458516_459358|281AA
NC_004567|lp_1040|956391_957044|218AA	NZ_AGRI01000003|nc8_0916|592835_593488|218AA
NC_004567|lp_1039|956031_956378|116AA	NZ_AGRI01000003|nc8_0915|592475_592822|116AA
NC_004567|lp_1035|954536_954829|98AA	NZ_AGRI01000003|nc8_0912|590980_591273|98AA
NC_004567|lp_1034|953913_954536|208AA	NZ_AGRI01000003|nc8_0911|590357_590980|208AA
NC_004567|lp_1038|955735_956010|92AA	NZ_AGRI01000003|nc8_0914|592179_592454|92AA
NC_004567|lp_1036|954853_955692|280AA	NZ_AGRI01000003|nc8_0913|591297_592136|280AA
NC_004567|lp_1027|949872_951968|699AA	NZ_AGRI01000003|nc8_0907|586315_588411|699AA
NC_004567|lp_1026|949260_949730|157AA	NZ_AGRI01000003|nc8_0906|585703_586173|157AA
NC_004567|lp_1033|953265_953894|210AA	NZ_AGRI01000003|nc8_0910|589709_590338|210AA
NC_004567|lp_1032|952919_953227|103AA	NZ_AGRI01000003|nc8_0909|589363_589671|103AA
NC_004567|lp_2193|1979092_1980375|428AA	NZ_AGRI01000006|nc8_1938|590271_591554|428AA
NC_004567|lp_3267|2906699_2908033|445AA	NZ_AGRI01000001|nc8_2788|265849_267183|445AA
NC_004567|lp_0735|672498_673850|451AA	NZ_AGRI01000003|nc8_0650|305575_306927|451AA
NC_004567|lp_0762|696525_697157|211AA	NZ_AGRI01000003|nc8_0681|337952_338584|211AA
NC_004567|lp_3254|2897377_2897796|140AA	NZ_AGRI01000001|nc8_2777|256528_256947|140AA
NC_004567|lp_3255|2897816_2898544|243AA	NZ_AGRI01000001|nc8_2778|256967_257695|243AA
NC_004567|lp_3252|2896414_2896965|184AA	NZ_AGRI01000001|nc8_2775|255574_256116|181AA
NC_004567|lp_2192|1978646_1979068|141AA	NZ_AGRI01000006|nc8_1937|589825_590247|141AA
NC_004567|lp_3263|2903200_2904081|294AA	NZ_AGRI01000001|nc8_2785|262351_263232|294AA
NC_004567|lp_3266|2905451_2906563|371AA	NZ_AGRI01000001|nc8_2787|264601_265713|371AA
NC_004567|lp_3256|2898719_2899558|280AA	NZ_AGRI01000001|nc8_2779|257870_258709|280AA
NC_004567|lp_3259|2900418_2901116|233AA	NZ_AGRI01000001|nc8_2782|259569_260267|233AA
NC_004567|lp_3634|3250440_3252587|716AA	NZ_AGRI01000001|nc8_3083|582119_584266|716AA
NC_004567|lp_3633|3249370_3250434|355AA	NZ_AGRI01000001|nc8_3082|581049_582113|355AA
NC_004567|lp_1221|1110889_1111521|211AA	NZ_AGRI01000003|nc8_1072|746768_747400|211AA
NC_004567|lp_3629|3242952_3244337|462AA	NZ_AGRI01000001|nc8_3078|574631_576022|464AA
NC_004567|lp_3632|3247933_3249222|430AA	NZ_AGRI01000001|nc8_3081|579612_580901|430AA
NC_004567|lp_3630|3244349_3245227|293AA	NZ_AGRI01000001|nc8_3079|576028_576906|293AA
NC_004567|lp_2312|2088511_2089350|280AA	NZ_AGRI01000006|nc8_2043|699383_700222|280AA
NC_004567|lp_2313|2089362_2090003|214AA	NZ_AGRI01000006|nc8_2044|700234_700875|214AA
NC_004567|lp_2306|2084600_2085865|422AA	NZ_AGRI01000006|nc8_2040|695473_696738|422AA
NC_004567|lp_2308|2086075_2087427|451AA	NZ_AGRI01000006|nc8_2042|696947_698299|451AA
NC_004567|lp_2304|2082326_2083198|291AA	NZ_AGRI01000006|nc8_2038|693199_694086|296AA
NC_004567|lp_2305|2083302_2084603|434AA	NZ_AGRI01000006|nc8_2039|694175_695476|434AA
NC_004567|lp_2302|2080189_2081451|421AA	NZ_AGRI01000006|nc8_2036|691058_692320|421AA
NC_004567|lp_2303|2081719_2082303|195AA	NZ_AGRI01000006|nc8_2037|692592_693176|195AA
NC_004567|lp_2314|2090016_2090657|214AA	NZ_AGRI01000006|nc8_2045|700888_701529|214AA
NC_004567|lp_2315|2091137_2091943|269AA	NZ_AGRI01000006|nc8_2046|702009_702815|269AA
NC_004567|lp_3143|2813402_2813662|87AA	NZ_AGRI01000001|nc8_2680|168651_168911|87AA
NC_004567|lp_0394|358005_359159|385AA	NZ_AGRI01000003|nc8_0367|28653_29807|385AA
NC_004567|lp_0419|374944_375717|258AA	NZ_AGRI01000003|nc8_0386|44804_45577|258AA
NC_004567|lp_3122|2787060_2788661|534AA	NZ_AGRI01000001|nc8_2663|148793_150394|534AA
NC_004567|lp_3150|2815899_2816987|363AA	NZ_AGRI01000001|nc8_2685|172752_173840|363AA
NC_004567|lp_2694|2393218_2396820|1201AA	NZ_AGRI01000010|nc8_2290|74628_78233|1202AA
NC_004567|lp_2176|1965666_1966328|221AA	NZ_AGRI01000006|nc8_1924|576846_577508|221AA
NC_004567|lp_1976|1787436_1788332|299AA	NZ_AGRI01000006|nc8_1712|367188_368084|299AA
NC_004567|lp_1977|1788445_1789605|387AA	NZ_AGRI01000006|nc8_1713|368197_369357|387AA
NC_004567|lp_1979|1791056_1791586|177AA	NZ_AGRI01000006|nc8_1715|370809_371339|177AA
NC_004567|lp_3582|3198421_3199023|201AA	NZ_AGRI01000001|nc8_3037|532453_533049|199AA
NC_004567|lp_0025|29167_30984|606AA	NZ_AGRI01000002|nc8_0023|29168_30985|606AA
NC_004567|lp_0030|36033_36482|150AA	NZ_AGRI01000002|nc8_0027|36034_36483|150AA
NC_004567|lp_2226|2009136_2010221|362AA	NZ_AGRI01000006|nc8_1969|620314_621399|362AA
NC_004567|lp_3341|2974316_2975212|299AA	NZ_AGRI01000001|nc8_2846|330285_331181|299AA
NC_004567|lp_0023|25294_26733|480AA	NZ_AGRI01000002|nc8_0021|25295_26734|480AA
NC_004567|lp_0024|26753_29149|799AA	NZ_AGRI01000002|nc8_0022|26754_29150|799AA
NC_004567|lp_0020|21099_23003|635AA	NZ_AGRI01000002|nc8_0018|21100_23004|635AA
NC_004567|lp_0021|22993_24132|380AA	NZ_AGRI01000002|nc8_0019|22994_24133|380AA
NC_004567|lp_1889|1706793_1707392|200AA	NZ_AGRI01000006|nc8_1621|278138_278737|200AA
NC_004567|lp_1888|1706077_1706793|239AA	NZ_AGRI01000006|nc8_1620|277422_278138|239AA
NC_004567|lp_1886|1703814_1704857|348AA	NZ_AGRI01000006|nc8_1618|275159_276202|348AA
NC_004567|lp_2404|2166132_2167274|381AA	NZ_AGRI01000006|nc8_1790|449020_449379|120AA
NC_004567|lp_2664|2368703_2369359|219AA	NZ_AGRI01000010|nc8_2266|50110_50766|219AA
NC_004567|lp_2993|2663606_2664037|144AA	NZ_AGRI01000001|nc8_2550|30773_31204|144AA
NC_004567|lp_2402|2165765_2165884|40AA	NZ_AGRI01000006|nc8_1789|447836_449008|391AA
NC_004567|lp_1433|1312478_1312891|138AA	NZ_AGRI01000005|nc8_1247|14217_14630|138AA
NC_004567|lp_1879|1697623_1697898|92AA	NZ_AGRI01000006|nc8_1611|268968_269243|92AA
NC_004567|lp_2358|2129918_2130190|91AA	NZ_AGRI01000006|nc8_2089|746323_746595|91AA
NC_004567|lp_2357|2129707_2129934|76AA	NZ_AGRI01000006|nc8_2088|746112_746339|76AA
NC_004567|lp_0556|512929_513264|112AA	NZ_AGRI01000003|nc8_0499|170346_170681|112AA
NC_004567|lp_2676|2378139_2378516|126AA	NZ_AGRI01000010|nc8_2276|59550_59927|126AA
NC_004567|lp_2675|2376644_2377807|388AA	NZ_AGRI01000010|nc8_2275|58055_59218|388AA
NC_004567|lp_2681|2380419_2381903|495AA	NZ_AGRI01000010|nc8_2279|61830_63314|495AA
NC_004567|lp_2680|2379954_2380301|116AA	NZ_AGRI01000010|nc8_2278|61365_61712|116AA
NC_004567|lp_2671|2372626_2373993|456AA	NZ_AGRI01000010|nc8_2272|54037_55404|456AA
NC_004567|lp_2669|2372047_2372388|114AA	NZ_AGRI01000010|nc8_2271|53458_53799|114AA
NC_004567|lp_2674|2374894_2376486|531AA	NZ_AGRI01000010|nc8_2274|56305_57891|529AA
NC_004567|lp_2673|2374301_2374786|162AA	NZ_AGRI01000010|nc8_2273|55712_56197|162AA
NC_004567|lp_2684|2383590_2384762|391AA	NZ_AGRI01000010|nc8_2282|65000_66172|391AA
NC_004567|lp_2683|2382128_2383495|456AA	NZ_AGRI01000010|nc8_2281|63538_64905|456AA
NC_004567|lp_2366|2137116_2138630|505AA	NZ_AGRI01000006|nc8_2096|753521_755041|507AA
NC_004567|lp_2365|2136142_2137086|315AA	NZ_AGRI01000006|nc8_2095|752547_753491|315AA
NC_004567|lp_1161|1059262_1060269|336AA	NZ_AGRI01000003|nc8_1018|694299_695306|336AA
NC_004567|lp_1162|1060282_1061616|445AA	NZ_AGRI01000003|nc8_1019|695319_696653|445AA
NC_004567|lp_1159|1058166_1058531|122AA	NZ_AGRI01000003|nc8_1016|693203_693568|122AA
NC_004567|lp_1160|1058875_1059075|67AA	NZ_AGRI01000003|nc8_1017|693912_694112|67AA
NC_004567|lp_1158|1057234_1058010|259AA	NZ_AGRI01000003|nc8_1015|692271_693047|259AA
NC_004567|lp_2181|1970690_1971382|231AA	NZ_AGRI01000006|nc8_1929|581870_582562|231AA
NC_004567|lp_1156|1055322_1056206|295AA	NZ_AGRI01000003|nc8_1013|690359_691243|295AA
NC_004567|lp_1157|1056331_1057209|293AA	NZ_AGRI01000003|nc8_1014|691368_692246|293AA
NC_004567|lp_1153|1050591_1051166|192AA	NZ_AGRI01000003|nc8_1010|685625_686203|193AA
NC_004567|lp_1155|1054013_1055329|439AA	NZ_AGRI01000003|nc8_1012|689050_690366|439AA
NC_004567|lp_1548|1414154_1417339|1062AA	NZ_AGRI01000005|nc8_1320|89159_92344|1062AA
NC_004567|lp_2879|2562285_2562968|228AA	NZ_AGRI01000010|nc8_2461|253864_254547|228AA
NC_004567|lp_2888|2567524_2568696|391AA	NZ_AGRI01000010|nc8_2464|257063_258235|391AA
NC_004567|lp_2877|2561104_2561547|148AA	NZ_AGRI01000010|nc8_2459|252683_253126|148AA
NC_004567|lp_2878|2561619_2562188|190AA	NZ_AGRI01000010|nc8_2460|253198_253767|190AA
NC_004567|lp_2873|2558268_2559308|347AA	NZ_AGRI01000010|nc8_2440|236751_237791|347AA
NC_004567|lp_2874|2559329_2560186|286AA	NZ_AGRI01000010|nc8_2441|237812_238669|286AA
NC_004567|lp_2872|2557662_2558258|199AA	NZ_AGRI01000010|nc8_2439|236145_236741|199AA
NC_004567|lp_2089|1883951_1884742|264AA	NZ_AGRI01000006|nc8_1850|495203_495994|264AA
NC_004567|lp_1926|1746518_1747270|251AA	NZ_AGRI01000006|nc8_1657|320258_321010|251AA
NC_004567|lp_1293|1180302_1181138|279AA	NZ_AGRI01000003|nc8_1131|815171_816007|279AA
NC_004567|lp_1934|1753523_1754236|238AA	NZ_AGRI01000006|nc8_1674|334474_335187|238AA
NC_004567|lp_1927|1747286_1747891|202AA	NZ_AGRI01000006|nc8_1658|321026_321631|202AA
NC_004567|lp_3209|2860144_2860947|268AA	NZ_AGRI01000001|nc8_2738|218349_219152|268AA
NC_004567|lp_3549|3168151_3168918|256AA	NZ_AGRI01000001|nc8_3016|511840_512607|256AA
NC_004567|lp_0075|72330_72977|216AA	NZ_AGRI01000002|nc8_0083|85963_86610|216AA
NC_004567|lp_0115|101064_101717|218AA	NZ_AGRI01000002|nc8_0114|114694_115347|218AA
NC_004567|lp_1001|924205_924867|221AA	NZ_AGRI01000003|nc8_0887|560643_561305|221AA
NC_004567|lp_1000|922906_923943|346AA	NZ_AGRI01000003|nc8_0886|559345_560382|346AA
NC_004567|lp_0999|922161_922622|154AA	NZ_AGRI01000003|nc8_0885|558597_559058|154AA
NC_004567|lp_0998|921378_922127|250AA	NZ_AGRI01000003|nc8_0884|557814_558563|250AA
NC_004567|lp_0997|921009_921209|67AA	NZ_AGRI01000003|nc8_0883|557445_557645|67AA
NC_004567|lp_0996|920110_920757|216AA	NZ_AGRI01000003|nc8_0882|556546_557193|216AA
NC_004567|lp_0995|919554_919898|115AA	NZ_AGRI01000003|nc8_0881|555990_556334|115AA
NC_004567|lp_0992|918586_919050|155AA	NZ_AGRI01000003|nc8_0880|555022_555486|155AA
NC_004567|lp_1003|925908_926453|182AA	NZ_AGRI01000003|nc8_0889|562347_562892|182AA
NC_004567|lp_1002|925051_925845|265AA	NZ_AGRI01000003|nc8_0888|561490_562284|265AA
NC_004567|lp_1587|1447909_1448109|67AA	NZ_AGRI01000006|nc8_1355|18077_18277|67AA
NC_004567|lp_1253|1137086_1138408|441AA	NZ_AGRI01000003|nc8_1099|773112_774434|441AA
NC_004567|lp_1585|1446926_1447465|180AA	NZ_AGRI01000006|nc8_1353|17094_17633|180AA
NC_004567|lp_1586|1447513_1447851|113AA	NZ_AGRI01000006|nc8_1354|17681_18019|113AA
NC_004567|lp_1583|1445076_1445963|296AA	NZ_AGRI01000006|nc8_1351|15196_16131|312AA
NC_004567|lp_1584|1445953_1446909|319AA	NZ_AGRI01000006|nc8_1352|16121_17077|319AA
NC_004567|lp_1581|1443547_1444893|449AA	NZ_AGRI01000006|nc8_1350|13715_15061|449AA
NC_004567|lp_2071|1868303_1869244|314AA	NZ_AGRI01000006|nc8_1780|438155_439096|314AA
NC_004567|lp_2056|1859097_1859819|241AA	NZ_AGRI01000006|nc8_1767|429021_429743|241AA
NC_004567|lp_2057|1860108_1861106|333AA	NZ_AGRI01000006|nc8_1768|430032_431030|333AA
NC_004567|lp_3218|2865822_2866757|312AA	NZ_AGRI01000001|nc8_2745|224029_224964|312AA
NC_004567|lp_1645|1502988_1503458|157AA	NZ_AGRI01000006|nc8_1409|72525_72995|157AA
NC_004567|lp_3026|2692525_2693268|248AA	NZ_AGRI01000001|nc8_2582|59525_60268|248AA
NC_004567|lp_3029|2694738_2695376|213AA	NZ_AGRI01000001|nc8_2585|61739_62377|213AA
NC_004567|lp_3030|2695389_2695883|165AA	NZ_AGRI01000001|nc8_2586|62390_62884|165AA
NC_004567|lp_3031|2695909_2696319|137AA	NZ_AGRI01000001|nc8_2587|62910_63320|137AA
NC_004567|lp_3591|3208954_3209643|230AA	NZ_AGRI01000001|nc8_3046|542983_543672|230AA
NC_004567|lp_3590|3208456_3208866|137AA	NZ_AGRI01000001|nc8_3045|542485_542895|137AA
NC_004567|lp_3024|2691040_2691951|304AA	NZ_AGRI01000001|nc8_2580|58040_58951|304AA
NC_004567|lp_3211|2861735_2862496|254AA	NZ_AGRI01000001|nc8_2740|219940_220701|254AA
NC_004567|lp_3594|3211882_3212196|105AA	NZ_AGRI01000001|nc8_3049|545911_546225|105AA
NC_004567|lp_3592|3209668_3210519|284AA	NZ_AGRI01000001|nc8_3047|543697_544542|282AA
NC_004567|lp_3215|2863979_2864524|182AA	NZ_AGRI01000001|nc8_2742|222156_222731|192AA
NC_004567|lp_2504|2236248_2237429|394AA	NZ_AGRI01000007|nc8_2141|10125_11306|394AA
NC_004567|lp_2502|2233583_2234935|451AA	NZ_AGRI01000007|nc8_2139|7460_8812|451AA
NC_004567|lp_1964|1777525_1779609|695AA	NZ_AGRI01000006|nc8_1701|357278_359362|695AA
NC_004567|lp_2485|2219950_2221926|659AA	NZ_AGRI01000006|nc8_2128|781031_783007|659AA
NC_004567|lp_2508|2241699_2242100|134AA	NZ_AGRI01000007|nc8_2145|15576_15977|134AA
NC_004567|lp_2507|2240346_2241689|448AA	NZ_AGRI01000007|nc8_2144|14223_15566|448AA
NC_004567|lp_2506|2239245_2239973|243AA	NZ_AGRI01000007|nc8_2143|13122_13850|243AA
NC_004567|lp_2505|2237725_2239248|508AA	NZ_AGRI01000007|nc8_2142|11602_13125|508AA
NC_004567|lp_2484|2219410_2219895|162AA	NZ_AGRI01000006|nc8_2127|780491_780976|162AA
NC_004567|lp_2483|2219089_2219361|91AA	NZ_AGRI01000006|nc8_2126|780170_780442|91AA
NC_004567|lp_2486|2222026_2224800|925AA	NZ_AGRI01000006|nc8_2129|783107_785788|894AA
NC_004567|lp_2771|2462810_2464243|478AA	NZ_AGRI01000010|nc8_2354|141973_143406|478AA
NC_004567|lp_3169|2827247_2827513|89AA	NZ_AGRI01000001|nc8_2701|183407_183673|89AA
NC_004567|lp_1098|998884_999195|104AA	NZ_AGRI01000003|nc8_0968|633921_634232|104AA
NC_004567|lp_1256|1140881_1142335|485AA	NZ_AGRI01000003|nc8_1102|777191_778645|485AA
NC_004567|lp_1925|1744634_1746325|564AA	NZ_AGRI01000006|nc8_1656|318374_320065|564AA
NC_004567|lp_2549|2273002_2273775|258AA	NZ_AGRI01000008|nc8_2177|16438_17211|258AA
NC_004567|lp_1311|1205067_1206575|503AA	NZ_AGRI01000004|nc8_1142|2619_4127|503AA
NC_004567|lp_0243|218478_219824|449AA	NZ_AGRI01000002|nc8_0226|235851_237197|449AA
NC_004567|lp_0235|214742_215293|184AA	NZ_AGRI01000002|nc8_0220|232114_232665|184AA
NC_004567|lp_0239|216517_217071|185AA	NZ_AGRI01000002|nc8_0223|233890_234444|185AA
NC_004567|lp_0236|215474_215806|111AA	NZ_AGRI01000002|nc8_0221|232846_233178|111AA
NC_004567|lp_0610|581313_582725|471AA	NZ_AGRI01000003|nc8_0595|256199_257611|471AA
NC_004567|lp_0325|297819_298172|118AA	NZ_AGRI01000002|nc8_0294|303898_304251|118AA
NC_004567|lp_1947|1764940_1765407|156AA	NZ_AGRI01000006|nc8_1687|345891_346358|156AA
NC_004567|lp_2653|2359449_2360351|301AA	NZ_AGRI01000010|nc8_2253|37090_37992|301AA
NC_004567|lp_2652|2358902_2359363|154AA	NZ_AGRI01000010|nc8_2252|36545_37006|154AA
NC_004567|lp_2645|2352090_2354447|786AA	NZ_AGRI01000010|nc8_2251|33686_36043|786AA
NC_004567|lp_2643|2350575_2351588|338AA	NZ_AGRI01000010|nc8_2250|32171_33184|338AA
NC_004567|lp_2642|2350181_2350564|128AA	NZ_AGRI01000010|nc8_2249|31777_32181|135AA
NC_004567|lp_2641|2349698_2350147|150AA	NZ_AGRI01000010|nc8_2248|31294_31743|150AA
NC_004567|lp_2638|2348602_2349108|169AA	NZ_AGRI01000010|nc8_2246|30197_30703|169AA
NC_004567|lp_2636|2347499_2348161|221AA	NZ_AGRI01000010|nc8_2245|29079_29756|226AA
NC_004567|lp_2635|2346918_2347232|105AA	NZ_AGRI01000010|nc8_2244|28498_28812|105AA
NC_004567|lp_2634|2345349_2346470|374AA	NZ_AGRI01000010|nc8_2243|26929_28050|374AA
NC_004567|lp_2339|2115346_2115630|95AA	NZ_AGRI01000006|nc8_2074|731751_732035|95AA
NC_004567|lp_2337|2113435_2114715|427AA	NZ_AGRI01000006|nc8_2073|729840_731120|427AA
NC_004567|lp_2331|2108053_2108661|203AA	NZ_AGRI01000006|nc8_2061|718916_719524|203AA
NC_004567|lp_2330|2107390_2107851|154AA	NZ_AGRI01000006|nc8_2060|718253_718714|154AA
NC_004567|lp_2328|2105497_2107218|574AA	NZ_AGRI01000006|nc8_2059|716360_718081|574AA
NC_004567|lp_2326|2104031_2105185|385AA	NZ_AGRI01000006|nc8_2057|714894_716048|385AA
NC_004567|lp_2335|2110625_2110903|93AA	NZ_AGRI01000006|nc8_2065|721489_721767|93AA
NC_004567|lp_2334|2109999_2110625|209AA	NZ_AGRI01000006|nc8_2064|720863_721489|209AA
NC_004567|lp_2333|2109479_2109943|155AA	NZ_AGRI01000006|nc8_2063|720343_720807|155AA
NC_004567|lp_2169|1960221_1960895|225AA	NZ_AGRI01000006|nc8_1919|571401_572075|225AA
NC_004567|lp_2093|1886120_1886404|95AA	NZ_AGRI01000006|nc8_1853|497372_497656|95AA
NC_004567|lp_1816|1642526_1643227|234AA	NZ_AGRI01000006|nc8_1562|213907_214608|234AA
NC_004567|lp_1821|1648045_1648482|146AA	NZ_AGRI01000006|nc8_1567|219447_219884|146AA
NC_004567|lp_1822|1648548_1649897|450AA	NZ_AGRI01000006|nc8_1568|219950_221299|450AA
NC_004567|lp_1824|1650578_1651885|436AA	NZ_AGRI01000006|nc8_1570|221988_223295|436AA
NC_004567|lp_1833|1655649_1656503|285AA	NZ_AGRI01000006|nc8_1572|226993_227847|285AA
NC_004567|lp_1817|1643229_1644254|342AA	NZ_AGRI01000006|nc8_1563|214610_215635|342AA
NC_004567|lp_1818|1644242_1645363|374AA	NZ_AGRI01000006|nc8_1564|215623_216729|369AA
NC_004567|lp_1819|1645364_1647262|633AA	NZ_AGRI01000006|nc8_1565|216755_218650|632AA
NC_004567|lp_1820|1647361_1647888|176AA	NZ_AGRI01000006|nc8_1566|218749_219276|176AA
NC_004567|lp_1749|1587239_1588249|337AA	NZ_AGRI01000006|nc8_1504|158166_159176|337AA
NC_004567|lp_1360|1248420_1248899|160AA	NZ_AGRI01000004|nc8_1180|39960_40439|160AA
NC_004567|lp_2237|2025656_2027041|462AA	NZ_AGRI01000006|nc8_1981|636516_637901|462AA
NC_004567|lp_2238|2027111_2027719|203AA	NZ_AGRI01000006|nc8_1982|637971_638579|203AA
NC_004567|lp_2243|2031145_2032155|337AA	NZ_AGRI01000006|nc8_1985|642005_643015|337AA
NC_004567|lp_2244|2032367_2032951|195AA	NZ_AGRI01000006|nc8_1986|643227_643811|195AA
NC_004567|lp_2246|2033026_2033499|158AA	NZ_AGRI01000006|nc8_1988|643886_644359|158AA
NC_004567|lp_2344|2118861_2120420|520AA	NZ_AGRI01000006|nc8_2078|735266_736825|520AA
NC_004567|lp_1449|1327499_1328179|227AA	NZ_AGRI01000005|nc8_1262|30493_31173|227AA
NC_004567|lp_1748|1585581_1587242|554AA	NZ_AGRI01000006|nc8_1503|156508_158169|554AA
NC_004567|lp_2135|1927079_1927381|101AA	NZ_AGRI01000006|nc8_1892|538331_538633|101AA
NC_004567|lp_0966|897525_898289|255AA	NZ_AGRI01000003|nc8_0860|533953_534717|255AA
NC_004567|lp_0968|899674_900924|417AA	NZ_AGRI01000003|nc8_0862|536102_537352|417AA
NC_004567|lp_0967|898709_899710|334AA	NZ_AGRI01000003|nc8_0861|535137_536138|334AA
NC_004567|lp_0970|901736_902305|190AA	NZ_AGRI01000003|nc8_0864|538164_538733|190AA
NC_004567|lp_0969|900921_901685|255AA	NZ_AGRI01000003|nc8_0863|537349_538113|255AA
NC_004567|lp_0972|903314_903643|110AA	NZ_AGRI01000003|nc8_0866|539742_540071|110AA
NC_004567|lp_0971|902437_903105|223AA	NZ_AGRI01000003|nc8_0865|538865_539533|223AA
NC_004567|lp_0975|904787_906187|467AA	NZ_AGRI01000003|nc8_0868|541215_542630|472AA
NC_004567|lp_0973|903787_904803|339AA	NZ_AGRI01000003|nc8_0867|540215_541228|338AA
NC_004567|lp_3650|3272383_3273249|289AA	NZ_AGRI01000001|nc8_3098|604058_604924|289AA
NC_004567|lp_3598|3216174_3216953|260AA	NZ_AGRI01000001|nc8_3053|550204_550983|260AA
NC_004567|lp_3593|3210562_3211845|428AA	NZ_AGRI01000001|nc8_3048|544591_545874|428AA
NC_004567|lp_3647|3267532_3269280|583AA	NZ_AGRI01000001|nc8_3095|599207_600955|583AA
NC_004567|lp_3631|3245227_3247926|900AA	NZ_AGRI01000001|nc8_3080|576906_579605|900AA
NC_004567|lp_3025|2692089_2692508|140AA	NZ_AGRI01000001|nc8_2581|59089_59508|140AA
NC_004567|lp_1215|1106171_1107082|304AA	NZ_AGRI01000003|nc8_1067|742102_743010|303AA
NC_004567|lp_1205|1098096_1099646|517AA	NZ_AGRI01000003|nc8_1042|716285_717832|516AA
NC_004567|lp_1868|1687917_1688768|284AA	NZ_AGRI01000006|nc8_1601|259262_260113|284AA
NC_004567|lp_1867|1686823_1687767|315AA	NZ_AGRI01000006|nc8_1600|258168_259112|315AA
NC_004567|lp_2235|2024195_2024986|264AA	NZ_AGRI01000006|nc8_1979|635055_635846|264AA
NC_004567|lp_1866|1686166_1686810|215AA	NZ_AGRI01000006|nc8_1599|257511_258155|215AA
NC_004567|lp_0727|665003_665287|95AA	NZ_AGRI01000003|nc8_0643|298081_298365|95AA
NC_004567|lp_0728|665343_666968|542AA	NZ_AGRI01000003|nc8_0644|298421_300046|542AA
NC_004567|lp_0729|667218_669053|612AA	NZ_AGRI01000003|nc8_0645|300295_302130|612AA
NC_004567|lp_1869|1688875_1689366|164AA	NZ_AGRI01000006|nc8_1602|260220_260711|164AA
NC_004567|lp_1865|1685933_1686154|74AA	NZ_AGRI01000006|nc8_1598|257278_257499|74AA
NC_004567|lp_1864|1684425_1685903|493AA	NZ_AGRI01000006|nc8_1597|255770_257248|493AA
NC_004567|lp_2085|1879966_1880550|195AA	NZ_AGRI01000006|nc8_1846|491221_491805|195AA
NC_004567|lp_2930|2610224_2610904|227AA	NZ_AGRI01000010|nc8_2497|297086_297766|227AA
NC_004567|lp_2926|2607345_2607587|81AA	NZ_AGRI01000010|nc8_2494|294208_294450|81AA
NC_004567|lp_2925|2604454_2606955|834AA	NZ_AGRI01000010|nc8_2493|291317_293818|834AA
NC_004567|lp_2936|2615409_2616410|334AA	NZ_AGRI01000010|nc8_2502|302270_303271|334AA
